Substance,Source,Specific_Measure,Type_Event,Region,PRUID,Time_Period,Year_Quarter,Aggregator,Disaggregator,Unit,Value
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By quarter,2018 Q2,,Female,Percent,29
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By quarter,2018 Q2,,Male,Percent,71
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By quarter,2018 Q3,,Female,Percent,19
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By quarter,2018 Q3,,Male,Percent,81
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By quarter,2018 Q4,,Female,Percent,40
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By quarter,2018 Q4,,Male,Percent,60
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By quarter,2019 Q1,,Female,Percent,34
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By quarter,2019 Q1,,Male,Percent,66
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By quarter,2019 Q2,,Female,Percent,31
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By quarter,2019 Q2,,Male,Percent,69
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By quarter,2019 Q3,,Female,Percent,39
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By quarter,2019 Q3,,Male,Percent,61
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By quarter,2019 Q4,,Female,Percent,23
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By quarter,2019 Q4,,Male,Percent,78
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By quarter,2020 Q1,,Female,Percent,41
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By quarter,2020 Q1,,Male,Percent,59
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By quarter,2020 Q2,,Female,Percent,29
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By quarter,2020 Q2,,Male,Percent,71
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By quarter,2020 Q3,,Female,Percent,36
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By quarter,2020 Q3,,Male,Percent,64
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By quarter,2020 Q4,,Female,Percent,32
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Saskatchewan,47,By quarter,2020 Q4,,Male,Percent,68
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By year,2017,,Female,Percent,41
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By year,2017,,Male,Percent,59
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By year,2018,,Female,Percent,48
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By year,2018,,Male,Percent,52
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By year,2019,,Female,Percent,40
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By year,2019,,Male,Percent,60
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By year,2020,,Female,Percent,38
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By year,2020,,Male,Percent,62
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By quarter,2017 Q1,,Female,Percent,40
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By quarter,2017 Q1,,Male,Percent,60
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By quarter,2017 Q2,,Female,Percent,39
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By quarter,2017 Q2,,Male,Percent,61
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By quarter,2017 Q3,,Female,Percent,39
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By quarter,2017 Q3,,Male,Percent,61
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By quarter,2017 Q4,,Female,Percent,48
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By quarter,2017 Q4,,Male,Percent,52
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By quarter,2018 Q1,,Female,Percent,52
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By quarter,2018 Q1,,Male,Percent,48
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By quarter,2018 Q2,,Female,Percent,48
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By quarter,2018 Q2,,Male,Percent,52
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By quarter,2018 Q3,,Female,Percent,43
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By quarter,2018 Q3,,Male,Percent,57
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By quarter,2018 Q4,,Female,Percent,50
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By quarter,2018 Q4,,Male,Percent,50
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By quarter,2019 Q1,,Female,Percent,39
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By quarter,2019 Q1,,Male,Percent,61
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By quarter,2019 Q2,,Female,Percent,35
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By quarter,2019 Q2,,Male,Percent,65
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By quarter,2019 Q3,,Female,Percent,40
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By quarter,2019 Q3,,Male,Percent,60
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By quarter,2019 Q4,,Female,Percent,44
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By quarter,2019 Q4,,Male,Percent,56
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By quarter,2020 Q1,,Female,Percent,41
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By quarter,2020 Q1,,Male,Percent,59
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By quarter,2020 Q2,,Female,Percent,38
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By quarter,2020 Q2,,Male,Percent,62
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By quarter,2020 Q3,,Female,Percent,37
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By quarter,2020 Q3,,Male,Percent,63
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By quarter,2020 Q4,,Female,Percent,36
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Winnipeg Manitoba,46,By quarter,2020 Q4,,Male,Percent,64
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By year,2017,,Female,Percent,30
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By year,2017,,Male,Percent,70
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By year,2018,,Female,Percent,62
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By year,2018,,Male,Percent,38
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By year,2019,,Female,Percent,48
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By year,2019,,Male,Percent,52
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By year,2020,,Female,Percent,38
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By year,2020,,Male,Percent,62
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By quarter,2017 Q2,,Female,Percent,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By quarter,2017 Q2,,Male,Percent,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By quarter,2017 Q3,,Female,Percent,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By quarter,2017 Q3,,Male,Percent,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By quarter,2017 Q4,,Female,Percent,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By quarter,2017 Q4,,Male,Percent,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By quarter,2018 Q1,,Female,Percent,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By quarter,2018 Q1,,Male,Percent,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By quarter,2018 Q2,,Female,Percent,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By quarter,2018 Q2,,Male,Percent,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By quarter,2018 Q3,,Female,Percent,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By quarter,2018 Q3,,Male,Percent,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By quarter,2018 Q4,,Female,Percent,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By quarter,2018 Q4,,Male,Percent,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By quarter,2019 Q1,,Female,Percent,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By quarter,2019 Q1,,Male,Percent,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By quarter,2019 Q2,,Female,Percent,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By quarter,2019 Q2,,Male,Percent,Suppressed
Opioids,Emergency Medical Services (EMS),Sex breakdown,EMS responses to suspected opioid-related overdoses,Northern and Rural Manitoba,46,By quarter,2019 Q3,,Female,Percent,Suppressed
